key	comment	fr	en	es	ab	zh	ru	hy	bg	pt	cs	de	et	fa	fi	he	it	ja	ko	hu	nl	pl	ro	sr	sk	sl	sv	uk
png_format	Google translate used except for 'fr' and 'en'	Image raster png, Portable Network Graphic	Raster image, Portable Network Graphic	Imagen rasterizada, gráfico de red portátil	صورة نقطية، رسم الشبكة المحمولة	光栅图像、便携式网络图形	Растровое изображение, переносимая сетевая графика	Ռաստերային պատկեր, շարժական ցանցային գրաֆիկա	Растерно изображение, преносима мрежова графика	Imagem raster, gráfico de rede portátil	Rastrový obrázek, přenosná síťová grafika	Rasterbild, tragbare Netzwerkgrafik	Rasterpilt, kaasaskantav võrgugraafika	تصویر شطرنجی، گرافیک شبکه قابل حمل	Rasterikuva, kannettava verkkografiikka	תמונת רסטר, גרפיקת רשת ניידת	Immagine raster, grafica di rete portatile	ラスター画像、ポータブルネットワークグラフィック	래스터 이미지, 이동식 네트워크 그래픽	Raszterkép, hordozható hálózati grafika	Rasterafbeelding, draagbare netwerkafbeelding	Obraz rastrowy, przenośna grafika sieciowa	Imagine raster, grafică de rețea portabilă	Растерска слика, преносива мрежна графика	Rastrový obrázok, prenosná sieťová grafika	Raster slika, prenosna omrežna grafika	Rasterbild, portabel nätverksgrafik	Растрове зображення, портативна мережева графіка
csv_format	Google translate used except for 'fr' and 'en'	Fichier text, Comma Separated Values	Text file, Comma Separated Values	Archivo de texto, valores separados por comas	ملف نصي، قيم مفصولة بفواصل	文本文件，逗号分隔值	Текстовый файл, значения, разделенные запятыми	Տեքստային ֆայլ, ստորակետերով բաժանված արժեքներ	Текстов файл, стойности, разделени със запетая	Arquivo de texto, valores separados por vírgula	Textový soubor, hodnoty oddělené čárkami	Textdatei, durch Kommas getrennte Werte	Tekstifail, komadega eraldatud väärtused	فایل متنی، مقادیر جدا شده با کاما	Tekstitiedosto, pilkuilla erotetut arvot	קובץ טקסט, ערכים מופרדים בפסיק	File di testo, valori separati da virgole	テキスト ファイル、カンマ区切り値	텍스트 파일, 쉼표로 구분된 값	Szövegfájl, vesszővel elválasztott értékek	Tekstbestand, door komma's gescheiden waarden	Plik tekstowy, wartości oddzielone przecinkami	Fișier text, valori separate prin virgulă	Текстуална датотека, вредности одвојене зарезима	Textový súbor, hodnoty oddelené čiarkami	Besedilna datoteka, vrednosti, ločene z vejicami	Textfil, kommaseparerade värden	Текстовий файл, значення, розділені комами
untitled	Google translate used except for 'fr' and 'en'	Sans titre	Untitled	Intitulado	بدون عنوان	无标题	Без названия	Անվերնագիր	Без заглавие	Sem título	Nepojmenovaná	Ohne Titel	Pealkirjata	بدون عنوان	Nimetön	ללא כותרת	Senza titolo	無題	제목 없음	Névtelen	Ongetiteld	Nieuprawny	Fără titlu	Унтитлед	Bez názvu	Brez naslova	Ofrälse	Без назви
cancel_changes	Google translate used except for 'fr' and 'en'	Annuler les modifications	Cancel changes	Cancelar cambios	إلغاء التغييرات	取消更改	Отменить изменения	Չեղարկել փոփոխությունները	Отмяна на промените	Cancelar alterações	Zrušit změny	Änderungen verwerfen	Tühista muudatused	لغو تغییرات	Peruuta muutokset	בטל שינויים	Annulla modifiche	変更をキャンセルする	변경 취소	Változtatások visszavonása	Stop veranderingen	Anuluj zmiany	Anulați modificările	Откажите промене	Zrušiť zmeny	Prekliči spremembe	Avbryt ändringar	Скасувати зміни
prior_density	Google translate used except for 'fr' and 'en'	Densité a priori	Prior density	Densidad previa	كثافة سابقة	先验密度	Априорная плотность	Նախնական խտություն	Предишна плътност	Densidade anterior	Předchozí hustota	Vorherige Dichte	Eelnev tihedus	تراکم قبلی	Aikaisempi tiheys	צפיפות קודמת	Densità precedente	事前密度	사전 밀도	Előzetes sűrűség	Voorafgaande dichtheid	Wcześniejsza gęstość	Densitatea anterioară	Претходна густина	Predchádzajúca hustota	Predhodna gostota	Tidigare täthet	Попередня щільність
posterior_density	Google translate used except for 'fr' and 'en'	Densité a posteriori	Posterior density	Densidad posterior	الكثافة الخلفية	后密度	Задняя плотность	Հետևի խտությունը	Задна плътност	Densidade posterior	Zadní hustota	Hintere Dichte	Tagumine tihedus	تراکم خلفی	Takaosan tiheys	צפיפות אחורית	Densità posteriore	事後密度	후방밀도	Posterior denzitás	Posterieure dichtheid	Gęstość tylna	Densitatea posterioară	Постериорна густина	Zadná hustota	Posteriorna gostota	Bakre täthet	Задня щільність
maxpost	Google translate used except for 'fr' and 'en'	Maxpost	Maxpost	maxpost	ماكسبوست	最大邮报	Макспост	Maxpost	Maxpost	Postagem máxima	Maxpost	Maxpost	Maxpost	Maxpost	Maxpost	מקספוסט	Maxpost	マックスポスト	맥스포스트	Maxpost	Maxpost	Maxpost	Maxpost	Макпост	Maxpost	Maxpost	Maxpost	Maxpost
chart	Google translate used except for 'fr' and 'en'	Graphique	Chart	Cuadro	جدول	图表	Диаграмма	Գծապատկեր	Диаграма	Gráfico	Schéma	Diagramm	Diagramm	چارت سازمانی	Kartoittaa	טבלה	Grafico	チャート	차트	Diagram	Grafiek	Wykres	Diagramă	Графикон	Graf	grafikon	Diagram	Діаграма
table	Google translate used except for 'fr' and 'en'	Tableau	Table	Mesa	طاولة	桌子	Стол	Աղյուսակ	Таблица	Mesa	Stůl	Tisch	Tabel	جدول	Pöytä	שולחן	Tavolo	テーブル	테이블	asztal	Tafel	Tabela	Masa	Сто	Tabuľka	Tabela	Tabell	Таблиця
percentile_0025	Google translate used except for 'fr' and 'en'	2.5e Percentile	2.5th Percentile	Percentil 2,5	2.5 المئوي	第 2.5 个百分位	2,5-й процентиль	2.5-րդ տոկոս	2,5-ти процентил	2,5º percentil	2,5. percentil	2,5. Perzentil	2,5 protsentiil	صدک 2.5	2,5 prosenttipiste	אחוז 2.5	2,5° percentile	2.5 パーセンタイル	2.5번째 백분위수	2,5 százalékos	2,5e percentiel	2,5 percentyl	a 2-a percentila	2.5тх Перцентиле	2,5. percentil	2,5-ti percentil	2,5:e percentilen	2,5-й процентиль
percentile_0975	Google translate used except for 'fr' and 'en'	97.5e Percentile	97.5th Percentile	Percentil 97,5	97.5 المئوي	第 97.5 个百分位数	97,5-й процентиль	97.5-րդ տոկոս	97,5-ти процентил	97,5º percentil	97,5. percentil	97,5. Perzentil	97,5 protsentiil	صدک 97.5	97,5 prosenttipiste	אחוז 97.5	97,5° percentile	97.5 パーセンタイル	97.5번째 백분위수	97,5 százalékos	97,5e percentiel	97,5 percentyl	Percentila 97,5	97.5тх Перцентиле	97,5 percentil	97,5-ti percentil	97,5:e percentilen	97,5-й процентиль
mcmc_results	Google translate used except for 'fr' and 'en'	Résultats MCMC	MCMC results	Resultados de MCMC	نتائج MCMC	MCMC 结果	Результаты MCMC	MCMC արդյունքները	Резултати от MCMC	Resultados MCMC	Výsledky MCMC	MCMC-Ergebnisse	MCMC tulemused	نتایج MCMC	MCMC tulokset	תוצאות MCMC	Risultati dell'MCMC	MCMCの結果	MCMC 결과	MCMC eredmények	MCMC-resultaten	Wyniki MCMC	Rezultatele MCMC	МЦМЦ резултати	výsledky MCMC	Rezultati MCMC	MCMC resultat	Результати MCMC
parameter_summary_table	Google translate used except for 'fr' and 'en'; simplification needed	Résumé des paramètres	Summary of parameters	Tabla resumen de parámetros	جدول ملخص المعلمات	参数汇总表	Сводная таблица параметров	Պարամետրերի ամփոփ աղյուսակ	Обобщена таблица на параметрите	Tabela de resumo de parâmetros	Souhrnná tabulka parametrů	Übersichtstabelle der Parameter	Parameetrite koondtabel	جدول خلاصه پارامترها	Parametrien yhteenvetotaulukko	טבלת סיכום של פרמטרים	Tabella riepilogativa dei parametri	パラメータの概要表	매개변수 요약표	Összefoglaló táblázat a paraméterekről	Overzichtstabel met parameters	Tabela podsumowująca parametry	Tabel rezumativ al parametrilor	Збирна табела параметара	Súhrnná tabuľka parametrov	Zbirna tabela parametrov	Sammanfattande tabell över parametrar	Зведена таблиця параметрів
error		Erreur	Error	Error	خطأ	报错	Ошибка	Սխալ	Грешка	Erro	Chyba	Fehler	Viga	خطا	Virhe	שְׁגִיאָה	Errore	エラー	오류	Hiba	Fout	Błąd	Eroare	Грешка	Chyba	Napaka	Fel	Помилка
warning		Attention	Warning	Atención	تحذير	警告	Предупреждение	Զգուշացում	Внимание 	Atenção	Varování	Achtung	Hoiatus	هشدار	Varoitus	אַזהָרָה	Attenzione	警告	경고	Figyelmeztetés	Waarschuwing	Ostrzeżenie	Avertisment	Упозорење	Varovanie	Opozorilo	Varning	Попередження
info	to be translated except for 'fr' and 'en'	Information	Information																									
overwrite_file	Google translate used except for 'fr' and 'en'	Ecraser le fichier?	Overwrite file?	¿Archivo de sobrescritura?	ملف الكتابة الفوقية؟	覆盖文件？	Перезаписать файл?	Վերագրրե՞լ ֆայլը	Презаписване на файл?	Substituir ficheiro?	Přepsat soubor?	Datei überschreiben?	Kas kirjutada fail üle?	بازنویسی فایل؟	Korvaako tiedosto?	להחליף קובץ?	Sovrascrivere il file?	ファイルを上書きしますか?	파일을 덮어쓰시겠습니까?	Fájl felülírása?	Bestand overschrijven?	Nadpisać plik?	Suprascrieți fișierul?	Заменити датотеку?	Prepísať súbor?	Prepisati datoteko?	Vill du skriva över filen?	Перезаписати файл?
file_already_exists_overwrite	Google translate used except for 'fr' and 'en'	Ce fichier existe déjà.<br>Voulez-vous l'écraser?	This file already exist.<br>Do you want to overwrite it?	Este archivo ya existe.<br>¿Quieres sobrescribirlo?	هذا الملف موجود مسبقاً.<br>هل تريد الكتابة فوقه؟	该文件已存在。<br>您想覆盖它吗?	Этот файл уже существует.<br>Вы хотите его перезаписать?	Այս ֆայլն արդեն գոյություն ունի:<br>Ցանկանու՞մ եք այն վերագրել:	Този файл вече съществува.<br>Искате ли да го презапишете?	Este arquivo já existe.<br>Deseja sobrescrevê-lo?	Tento soubor již existuje.<br>Chcete jej přepsat?	Diese Datei existiert bereits.<br>Möchten Sie sie überschreiben?	See fail on juba olemas.<br>Kas soovite selle üle kirjutada?	این فایل از قبل وجود دارد.<br>آیا می خواهید آن را بازنویسی کنید؟	Tämä tiedosto on jo olemassa.<br>Haluatko korvata sen?	הקובץ הזה כבר קיים.<br>האם ברצונך להחליף אותו?	Questo file esiste già.<br>Vuoi sovrascriverlo?	このファイルはすでに存在します。<br>上書きしますか?	이 파일은 이미 존재합니다.<br>덮어쓰시겠습니까?	Ez a fájl már létezik.<br>Felülírja?	Dit bestand bestaat al.<br>Wilt u het overschrijven?	Ten plik już istnieje.<br>Czy chcesz go zastąpić?	Acest fișier există deja.<br>Doriți să-l suprascrieți?	Ова датотека већ постоји.\нДа ли желите да је замените?	Tento súbor už existuje.<br>Chcete ho prepísať?	Ta datoteka že obstaja.<br>Ali jo želite prepisati?	Den här filen finns redan.<br>Vill du skriva över den?	Цей файл уже існує.<br>Ви хочете перезаписати його?
are_you_sure	Google translate used except for 'fr' and 'en'	Êtes-vous sûr·e?	Are you sure?	¿Está seguro?	هل أنت متأكد؟	你确定吗？	Вы уверены?	Համոզված ես?	Сигурен ли си?	Tem certeza?	Jsi si jistá?	Bist du sicher?	Oled sa kindel?	مطمئنی؟	Oletko varma?	האם אתה בטוח?	Sei sicuro?	本気ですか？	확실합니까?	biztos vagy ebben?	Weet je het zeker?	Jesteś pewny?	Esti sigur?	Јеси ли сигуран?	Si si istý?	Ali si prepričan?	Är du säker?	Ти впевнений?
unsaved_changes_will_be_lost	Google translate used except for 'fr' and 'en'	Les modifications non sauvegardées seront perdues.	Unsaved changes will be lost.	Si hay cambios no guardados, se perderán. NOT_EXACT	إذا كانت هناك تغييرات غير محفوظة ، فسيتم فقدها. NOT_EXACT	为保存内容将会丢失 NOT_EXACT	Если есть несохраненные изменения, они будут потеряны. NOT_EXACT	Եթե ​​կան չպահված փոփոխություններ, դրանք կկորչեն: NOT_EXACT	Ако има незаписани промени, те ще бъдат загубени NOT_EXACT	Se houver mudanças não salvas, elas serão perdidas. NOT_EXACT	Pokud existují neuložené změny, budou ztraceny. NOT_EXACT	Wenn es nicht gespeicherte Änderungen gibt, gehen diese verloren. NOT_EXACT	Kui on salvestamata muudatusi, lähevad need kaduma. NOT_EXACT	اگر تغییرات ذخیره نشده ای وجود داشته باشد، از بین خواهند رفت. NOT_EXACT	Jos muutoksia on tallentamatta, ne häviävät. NOT_EXACT	אם יש שינויים שלא נשמרו, הם יאבדו. NOT_EXACT	Le modifiche non salvate andranno perse. NOT_EXACT	保存されていない変更がある場合、それらは失われます。 NOT_EXACT	저장하지 않은 변경 사항이 있으면 손실됩니다. NOT_EXACT	Ha vannak el nem mentett módosítások, azok elvesznek. NOT_EXACT	Als er niet-opgeslagen wijzigingen zijn, gaan die verloren. NOT_EXACT	Jeśli istnieją niezapisane zmiany, zostaną one utracone. NOT_EXACT	Daca există modificări nesalvate, acestea se vor pierde. NOT_EXACT	Ако постоје промене које нису сачуване, оне ће бити изгубљене. NOT_EXACT	Všetky neuložené zmeny budú stratené. NOT_EXACT	Nashranjene spremembe se bodo izgubile NOT_EXACT	Om det finns ändringar som inte har sparats kommer de att gå förlorade. NOT_EXACT	Якщо є незбережені зміни, вони будуть втрачені. NOT_EXACT
delete_component_question	Google translate used except for 'fr' and 'en'	Êtes-vous sûr de vouloir supprimer le composant <b>{0}</b>? <br/> Cette action ne peut pas être annulée!	Delete component <b>{0}</b>? <br/> This cannot be undone!	¿Eliminar el componente <b>{0}</b>? <br/> ¡Esto no se puede deshacer!	هل تريد حذف المكون <b>{0}</b>؟ <br/> لا يمكن التراجع عن هذا!	删除组件<b>{0}</b>？ <br/> 此操作无法撤消！	Удалить компонент <b>{0}</b>? <br/>Этого нельзя отменить!	Ջնջե՞լ <b>{0}</b> բաղադրիչը: <br/> Սա հնարավոր չէ հետարկել:	Изтриване на компонент <b>{0}</b>? <br/> Това не може да бъде отменено!	Excluir componente <b>{0}</b>? <br/> Isso não pode ser desfeito!	Smazat komponentu <b>{0}</b>? <br/> Tuto akci nelze vrátit zpět!	Komponente <b>{0}</b> löschen? <br/> Dies kann nicht rückgängig gemacht werden!	Kas kustutada komponent <b>{0}</b>? <br/> Seda ei saa tagasi võtta!	جزء <b>{0}</b> حذف شود؟ <br/> این قابل واگرد نیست!	Poistetaanko komponentti <b>{0}</b>? <br/> Tätä ei voi kumota!	למחוק את הרכיב <b>{0}</b>? <br/> לא ניתן לבטל זאת!	Eliminare il componente <b>{0}</b>? <br/> Questo non può essere annullato!	コンポーネント <b>{0}</b> を削除しますか? <br/> これは元に戻すことはできません。	<b>{0}</b> 구성요소를 삭제하시겠습니까? <br/> 이 작업은 취소할 수 없습니다!	Törli a(z) <b>{0}</b> összetevőt? <br/> Ezt nem lehet visszavonni!	Component <b>{0}</b> verwijderen? <br/> Dit kan niet ongedaan worden gemaakt!	Usunąć komponent <b>{0}</b>? <br/> Tego nie można cofnąć!	Ștergeți componenta <b>{0}</b>? <br/> Acest lucru nu poate fi anulat!	Желите ли да избришете компоненту <б>{0}</б>? <бр/> Ово се не може опозвати!	Odstrániť komponent <b>{0}</b>? <br/> Toto sa nedá vrátiť späť!	Želite izbrisati komponento <b>{0}</b>? <br/> Tega ni mogoče razveljaviti!	Vill du ta bort komponent <b>{0}</b>? <br/> Detta kan inte ångras!	Видалити компонент <b>{0}</b>? <br/> Цю дію неможливо скасувати!
